,0,1,2,3
865,Mdk,Sdc2,MK,Secreted Signaling
866,Mdk,Sdc4,MK,Secreted Signaling
867,Mdk,Ptprz1,MK,Secreted Signaling
868,Mdk,Itga4_Itgb1,MK,Secreted Signaling
869,Mdk,Itga6_Itgb1,MK,Secreted Signaling
870,Mdk,Lrp1,MK,Secreted Signaling
871,Mdk,Ncl,MK,Secreted Signaling
872,Mdk,Alk,MK,Secreted Signaling
873,Ptn,Ptprz1,PTN,Secreted Signaling
874,Ptn,Sdc1,PTN,Secreted Signaling
875,Ptn,Sdc2,PTN,Secreted Signaling
876,Ptn,Sdc3,PTN,Secreted Signaling
877,Ptn,Sdc4,PTN,Secreted Signaling
878,Ptn,Itgav_Itgb3,PTN,Secreted Signaling
879,Ptn,Ncl,PTN,Secreted Signaling
880,Ptn,Alk,PTN,Secreted Signaling
881,Postn,Itgav_Itgb3,PERIOSTIN,Secreted Signaling
882,Postn,Itgav_Itgb5,PERIOSTIN,Secreted Signaling
883,Agt,Agtr1a,AGT,Secreted Signaling
884,Agt,Agtr1b,AGT,Secreted Signaling
885,Grp,Grpr,GPR,Secreted Signaling
886,Nmb,Nmbr,GPR,Secreted Signaling
887,Kng1,Bdkrb1,BRADYKININ,Secreted Signaling
888,Kng1,Bdkrb2,BRADYKININ,Secreted Signaling
889,Kng2,Bdkrb1,BRADYKININ,Secreted Signaling
890,Kng2,Bdkrb2,BRADYKININ,Secreted Signaling
891,C3,C3ar1,COMPLEMENT,Secreted Signaling
892,C3,Cr2,COMPLEMENT,Secreted Signaling
893,C3,Itgam_Itgb2,COMPLEMENT,Secreted Signaling
894,C3,Itgax_Itgb2,COMPLEMENT,Secreted Signaling
895,C4a,C3ar1,COMPLEMENT,Secreted Signaling
896,C4b,Cr2,COMPLEMENT,Secreted Signaling
897,Hc,C5ar1,COMPLEMENT,Secreted Signaling
898,Cck,Cckar,CCK,Secreted Signaling
899,Cck,Cckbr,CCK,Secreted Signaling
900,Edn1,Ednra,EDN,Secreted Signaling
901,Edn2,Ednra,EDN,Secreted Signaling
902,Edn3,Ednra,EDN,Secreted Signaling
903,Edn1,Ednrb,EDN,Secreted Signaling
904,Edn2,Ednrb,EDN,Secreted Signaling
905,Edn3,Ednrb,EDN,Secreted Signaling
906,Gal,Galr1,GALANIN,Secreted Signaling
907,Gal,Galr2,GALANIN,Secreted Signaling
908,Gal,Galr3,GALANIN,Secreted Signaling
909,Galp,Galr1,GALANIN,Secreted Signaling
910,Galp,Galr2,GALANIN,Secreted Signaling
911,Ghrl,Ghsr,GHRELIN,Secreted Signaling
912,Kiss1,Kiss1r,KISS1,Secreted Signaling
913,Pomc,Mc1r,MELANOCORTIN,Secreted Signaling
914,Pomc,Mc2r,MELANOCORTIN,Secreted Signaling
915,Pomc,Mc3r,MELANOCORTIN,Secreted Signaling
916,Pomc,Mc4r,MELANOCORTIN,Secreted Signaling
917,Pomc,Mc5r,MELANOCORTIN,Secreted Signaling
918,Nmu,Nmur1,NMU,Secreted Signaling
919,Nmu,Nmur2,NMU,Secreted Signaling
920,Nms,Nmur1,NMU,Secreted Signaling
921,Nms,Nmur2,NMU,Secreted Signaling
922,Npff,Npffr1,NPFF,Secreted Signaling
923,Npff,Npffr2,NPFF,Secreted Signaling
924,Npy,Npy1r,NPY,Secreted Signaling
925,Npy,Npy2r,NPY,Secreted Signaling
926,Npy,Npy4r,NPY,Secreted Signaling
927,Npy,Npy5r,NPY,Secreted Signaling
928,Npy,Npy6r,NPY,Secreted Signaling
929,Npy,Gpr83,NPY,Secreted Signaling
930,Npy,Pgr15l,NPY,Secreted Signaling
931,Ppy,Npy1r,NPY,Secreted Signaling
932,Ppy,Npy2r,NPY,Secreted Signaling
933,Ppy,Npy4r,NPY,Secreted Signaling
934,Ppy,Npy5r,NPY,Secreted Signaling
935,Ppy,Npy6r,NPY,Secreted Signaling
936,Ppy,Gpr83,NPY,Secreted Signaling
937,Ppy,Pgr15l,NPY,Secreted Signaling
938,Pyy,Npy1r,NPY,Secreted Signaling
939,Pyy,Npy2r,NPY,Secreted Signaling
940,Pyy,Npy4r,NPY,Secreted Signaling
941,Pyy,Npy5r,NPY,Secreted Signaling
942,Pyy,Npy6r,NPY,Secreted Signaling
943,Pyy,Gpr83,NPY,Secreted Signaling
944,Pyy,Pgr15l,NPY,Secreted Signaling
945,Npb,Npbwr1,NPW-B,Secreted Signaling
946,Npw,Npbwr1,NPW-B,Secreted Signaling
947,Nts,Ntsr1,NTS,Secreted Signaling
948,Nts,Ntsr2,NTS,Secreted Signaling
949,Pdyn,Oprd1,OPIOID,Secreted Signaling
950,Pdyn,Oprk1,OPIOID,Secreted Signaling
951,Pdyn,Oprl1,OPIOID,Secreted Signaling
952,Pdyn,Oprm1,OPIOID,Secreted Signaling
953,Penk,Oprd1,OPIOID,Secreted Signaling
954,Penk,Oprk1,OPIOID,Secreted Signaling
955,Penk,Oprl1,OPIOID,Secreted Signaling
956,Penk,Oprm1,OPIOID,Secreted Signaling
957,Pomc,Oprd1,OPIOID,Secreted Signaling
958,Pomc,Oprk1,OPIOID,Secreted Signaling
959,Pomc,Oprl1,OPIOID,Secreted Signaling
960,Pomc,Oprm1,OPIOID,Secreted Signaling
961,Hcrt,Hcrtr1,HCRT,Secreted Signaling
962,Hcrt,Hcrtr2,HCRT,Secreted Signaling
963,Oxt,Oxtr,OXT,Secreted Signaling
964,Sst,Sstr1,SEMATOSTATIN,Secreted Signaling
965,Sst,Sstr2,SEMATOSTATIN,Secreted Signaling
966,Sst,Sstr3,SEMATOSTATIN,Secreted Signaling
967,Sst,Sstr4,SEMATOSTATIN,Secreted Signaling
968,Sst,Sstr5,SEMATOSTATIN,Secreted Signaling
969,Cort,Sstr1,SEMATOSTATIN,Secreted Signaling
970,Cort,Sstr2,SEMATOSTATIN,Secreted Signaling
971,Cort,Sstr3,SEMATOSTATIN,Secreted Signaling
972,Cort,Sstr4,SEMATOSTATIN,Secreted Signaling
973,Cort,Sstr5,SEMATOSTATIN,Secreted Signaling
974,Tac1,Tacr1,TAC,Secreted Signaling
975,Tac4,Tacr1,TAC,Secreted Signaling
976,Tac1,Tacr2,TAC,Secreted Signaling
977,Tac2,Tacr3,TAC,Secreted Signaling
978,Uts2,Uts2r,UTS2,Secreted Signaling
979,Avp,Avpr2,AVP,Secreted Signaling
980,Avp,Avpr1a,AVP,Secreted Signaling
981,Avp,Avpr1b,AVP,Secreted Signaling
982,Prlh,Prlhr,PRLH,Secreted Signaling
983,Gm10334,F2r,PARs,Secreted Signaling
984,Try5,F2r,PARs,Secreted Signaling
985,Ctsg,F2r,PARs,Secreted Signaling
986,F2,F2r,PARs,Secreted Signaling
987,Gzma,F2r,PARs,Secreted Signaling
988,Prss2,F2r,PARs,Secreted Signaling
989,Try4,F2r,PARs,Secreted Signaling
990,Try10,F2r,PARs,Secreted Signaling
991,Gm10334,F2rl1,PARs,Secreted Signaling
992,Try5,F2rl1,PARs,Secreted Signaling
993,Ctsg,F2rl1,PARs,Secreted Signaling
994,F2,F2rl1,PARs,Secreted Signaling
995,Gzma,F2rl1,PARs,Secreted Signaling
996,Prss2,F2rl1,PARs,Secreted Signaling
997,Try4,F2rl1,PARs,Secreted Signaling
998,Try10,F2rl1,PARs,Secreted Signaling
999,Gm10334,F2rl2,PARs,Secreted Signaling
1000,Try5,F2rl2,PARs,Secreted Signaling
1001,Ctsg,F2rl2,PARs,Secreted Signaling
1002,F2,F2rl2,PARs,Secreted Signaling
1003,Gzma,F2rl2,PARs,Secreted Signaling
1004,Prss2,F2rl2,PARs,Secreted Signaling
1005,Try4,F2rl2,PARs,Secreted Signaling
1006,Try10,F2rl2,PARs,Secreted Signaling
1007,Gm10334,F2rl3,PARs,Secreted Signaling
1008,Try5,F2rl3,PARs,Secreted Signaling
1009,Ctsg,F2rl3,PARs,Secreted Signaling
1010,F2,F2rl3,PARs,Secreted Signaling
1011,Gzma,F2rl3,PARs,Secreted Signaling
1012,Plg,F2rl3,PARs,Secreted Signaling
1013,Prss2,F2rl3,PARs,Secreted Signaling
1014,Try4,F2rl3,PARs,Secreted Signaling
1015,Try10,F2rl3,PARs,Secreted Signaling
1016,Gm10334,Pard3,PARs,Secreted Signaling
1017,Try5,Pard3,PARs,Secreted Signaling
1018,Ctsg,Pard3,PARs,Secreted Signaling
1019,F2,Pard3,PARs,Secreted Signaling
1020,Gzma,Pard3,PARs,Secreted Signaling
1021,Plg,Pard3,PARs,Secreted Signaling
1022,Prss2,Pard3,PARs,Secreted Signaling
1023,Try4,Pard3,PARs,Secreted Signaling
1024,Try10,Pard3,PARs,Secreted Signaling
1025,Pmch,Mchr1,PMCH,Secreted Signaling
1026,Prok1,Prokr2,PROK,Secreted Signaling
1027,Prok1,Prokr1,PROK,Secreted Signaling
1028,Prok2,Prokr1,PROK,Secreted Signaling
1029,Prok2,Prokr2,PROK,Secreted Signaling
1030,Adcyap1,Adcyap1r1,PACAP,Secreted Signaling
1031,Vip,Vipr1,VIP,Secreted Signaling
1032,Vip,Vipr2,VIP,Secreted Signaling
1033,Nppa,Npr1,NPR1,Secreted Signaling
1034,Nppb,Npr1,NPR1,Secreted Signaling
1035,Nppc,Npr2,NPR2,Secreted Signaling
1036,Kitl,Kit,KIT,Secreted Signaling
1037,Gcg,Gipr,GIPR,Secreted Signaling
1038,Gip,Gipr,GIPR,Secreted Signaling
1039,Fshb,Fshr,FSH,Secreted Signaling
1040,Cga,Fshr,FSH,Secreted Signaling
1041,Lhb,Lhcgr,LHB,Secreted Signaling
1042,Cga,Lhcgr,LHB,Secreted Signaling
1043,Tshb,Tshr,TSH,Secreted Signaling
1044,Cga,Tshr,TSH,Secreted Signaling
1045,Bdnf,Ntrk2,NT,Secreted Signaling
1046,Ngf,Ntrk1,NT,Secreted Signaling
1047,Flt3l,Flt3,FLT3,Secreted Signaling
1048,Hgf,Met,HGF,Secreted Signaling
1049,Klk1b4,Ntrk1,NT,Secreted Signaling
1050,Ntf3,Ntrk1,NT,Secreted Signaling
1051,Ntf3,Ntrk2,NT,Secreted Signaling
1052,Ntf3,Ntrk3,NT,Secreted Signaling
1053,Ntf5,Ntrk2,NT,Secreted Signaling
1054,Sema3a,Nrp1_Plxna1,SEMA3,Secreted Signaling
1055,Sema3a,Nrp1_Plxna2,SEMA3,Secreted Signaling
1056,Sema3a,Nrp1_Plxna3,SEMA3,Secreted Signaling
1057,Sema3a,Nrp1_Plxna4,SEMA3,Secreted Signaling
1058,Sema3b,Nrp1_Plxna1,SEMA3,Secreted Signaling
1059,Sema3b,Nrp1_Plxna2,SEMA3,Secreted Signaling
1060,Sema3b,Nrp1_Plxna3,SEMA3,Secreted Signaling
1061,Sema3b,Nrp1_Plxna4,SEMA3,Secreted Signaling
1062,Sema3c,Nrp1_Plxna1,SEMA3,Secreted Signaling
1063,Sema3c,Nrp1_Plxna2,SEMA3,Secreted Signaling
1064,Sema3c,Nrp1_Plxna3,SEMA3,Secreted Signaling
1065,Sema3c,Nrp1_Plxna4,SEMA3,Secreted Signaling
1066,Sema3d,Nrp1_Plxna1,SEMA3,Secreted Signaling
1067,Sema3d,Nrp1_Plxna2,SEMA3,Secreted Signaling
1068,Sema3d,Nrp1_Plxna3,SEMA3,Secreted Signaling
1069,Sema3d,Nrp1_Plxna4,SEMA3,Secreted Signaling
1070,Sema3b,Nrp2_Plxna1,SEMA3,Secreted Signaling
1071,Sema3b,Nrp2_Plxna2,SEMA3,Secreted Signaling
1072,Sema3b,Nrp2_Plxna3,SEMA3,Secreted Signaling
1073,Sema3b,Nrp2_Plxna4,SEMA3,Secreted Signaling
1074,Sema3c,Nrp2_Plxna1,SEMA3,Secreted Signaling
1075,Sema3c,Nrp2_Plxna2,SEMA3,Secreted Signaling
1076,Sema3c,Nrp2_Plxna3,SEMA3,Secreted Signaling
1077,Sema3c,Nrp2_Plxna4,SEMA3,Secreted Signaling
1078,Sema3d,Nrp2_Plxna1,SEMA3,Secreted Signaling
1079,Sema3d,Nrp2_Plxna2,SEMA3,Secreted Signaling
1080,Sema3d,Nrp2_Plxna3,SEMA3,Secreted Signaling
1081,Sema3d,Nrp2_Plxna4,SEMA3,Secreted Signaling
1082,Sema3f,Nrp2_Plxna1,SEMA3,Secreted Signaling
1083,Sema3f,Nrp2_Plxna2,SEMA3,Secreted Signaling
1084,Sema3f,Nrp2_Plxna3,SEMA3,Secreted Signaling
1085,Sema3f,Nrp2_Plxna4,SEMA3,Secreted Signaling
1086,Sema3g,Nrp2_Plxna1,SEMA3,Secreted Signaling
1087,Sema3g,Nrp2_Plxna2,SEMA3,Secreted Signaling
1088,Sema3g,Nrp2_Plxna3,SEMA3,Secreted Signaling
1089,Sema3g,Nrp2_Plxna4,SEMA3,Secreted Signaling
1090,Sema3c,Nrp1_Nrp2_Plxnd1,SEMA3,Secreted Signaling
1091,Sema3c,Plxnd1,SEMA3,Secreted Signaling
1092,Sema3e,Plxnd1,SEMA3,Secreted Signaling
1093,Adm,Calcr,CALCR,Secreted Signaling
1094,Adm,Calcrl,CALCR,Secreted Signaling
1095,Agt,Mas1,AGT,Secreted Signaling
1096,Anxa1,Fpr2,ANNEXIN,Secreted Signaling
1097,Anxa1,Fpr1,ANNEXIN,Secreted Signaling
1098,Apela,Aplnr,APJ,Secreted Signaling
1099,Calca,Calcr,CALCR,Secreted Signaling
1100,Calca,Calcrl,CALCR,Secreted Signaling
1101,Calcb,Calcr,CALCR,Secreted Signaling
1102,Calcb,Calcrl,CALCR,Secreted Signaling
1103,Crh,Crhr1,CRH,Secreted Signaling
1104,Crh,Crhr2,CRH,Secreted Signaling
1105,Enho,Gpr19,ENHO,Secreted Signaling
1106,Gas6,Axl,GAS,Secreted Signaling
1107,Gas6,Mertk,GAS,Secreted Signaling
1108,Gas6,Tyro3,GAS,Secreted Signaling
1109,Gcg,Gcgr,GCG,Secreted Signaling
1110,Gcg,Glp1r,GCG,Secreted Signaling
1111,Gcg,Glp2r,GCG,Secreted Signaling
1112,Gh,Ghr,GH,Secreted Signaling
1113,Gh,Prlr,GH,Secreted Signaling
1114,Ghrh,Vipr1,GHRH,Secreted Signaling
1115,Ghrh,Vipr2,GHRH,Secreted Signaling
1116,Ghrh,Ghsr,GHRH,Secreted Signaling
1117,Ghrh,Ghrhr,GHRH,Secreted Signaling
1118,Gnrh1,Gnrhr,GNRH,Secreted Signaling
1119,Grn,Sort1,GRN,Secreted Signaling
1120,Guca2a,Gucy2c,GUCA,Secreted Signaling
1121,Guca2b,Gucy2c,GUCA,Secreted Signaling
1122,Iapp,Calcr,CALCR,Secreted Signaling
1123,Iapp,Calcrl,CALCR,Secreted Signaling
1124,Insl3,Rxfp2,RLN,Secreted Signaling
1125,Insl3,Rxfp1,RLN,Secreted Signaling
1126,Insl3,Rxfp4,RLN,Secreted Signaling
1127,Insl3,Rxfp3,RLN,Secreted Signaling
1128,Insl5,Rxfp4,RLN,Secreted Signaling
1129,Insl5,Rxfp3,RLN,Secreted Signaling
1130,Insl5,Rxfp2,RLN,Secreted Signaling
1131,Insl5,Rxfp1,RLN,Secreted Signaling
1132,Lep,Lepr,LEP,Secreted Signaling
1133,Lgals9,Ptprc,GALECTIN,Secreted Signaling
1134,Lgals9,Ighm,GALECTIN,Secreted Signaling
1135,Nps,Npsr1,NPS,Secreted Signaling
1136,Npvf,Npffr1,NPVF,Secreted Signaling
1137,Npvf,Npffr2,NPVF,Secreted Signaling
1138,Ostn,Npr3,OSTN,Secreted Signaling
1139,Pmch,Mertk,PMCH,Secreted Signaling
1140,Pros1,Axl,PROS,Secreted Signaling
1141,Pros1,Tyro3,PROS,Secreted Signaling
1142,Psap,Gpr37l1,PSAP,Secreted Signaling
1143,Psap,Gpr37,PSAP,Secreted Signaling
1144,Pth,Pth1r,PTH,Secreted Signaling
1145,Pth,Pth2r,PTH,Secreted Signaling
1146,Pth2,Pth1r,PTH,Secreted Signaling
1147,Pth2,Pth2r,PTH,Secreted Signaling
1148,Pthlh,Pth1r,PTH,Secreted Signaling
1149,Qrfp,Qrfpr,QRFP,Secreted Signaling
1150,Rarres2,Gpr1,CHEMERIN,Secreted Signaling
1151,Rarres2,Cmklr1,CHEMERIN,Secreted Signaling
1152,Rln1,Rxfp2,RLN,Secreted Signaling
1153,Rln1,Rxfp1,RLN,Secreted Signaling
1154,Rln1,Rxfp3,RLN,Secreted Signaling
1155,Rln1,Rxfp4,RLN,Secreted Signaling
1156,Rln3,Rxfp3,RLN,Secreted Signaling
1157,Rln3,Rxfp1,RLN,Secreted Signaling
1158,Rln3,Rxfp4,RLN,Secreted Signaling
1159,Rln3,Rxfp2,RLN,Secreted Signaling
1160,Saa2,Fpr2,SAA,Secreted Signaling
1161,Scgb3a2,Marco,UGRP1,Secreted Signaling
1162,Sct,Sctr,SCT,Secreted Signaling
1163,Slurp1,Chrnb1,SLURP,Secreted Signaling
1164,Slurp1,Chrnb2,SLURP,Secreted Signaling
1165,Slurp1,Chrnb3,SLURP,Secreted Signaling
1166,Slurp1,Chrnb4,SLURP,Secreted Signaling
1167,Slurp1,Chrna1,SLURP,Secreted Signaling
1168,Slurp1,Chrna2,SLURP,Secreted Signaling
1169,Slurp1,Chrna3,SLURP,Secreted Signaling
1170,Slurp1,Chrna4,SLURP,Secreted Signaling
1171,Slurp1,Chrna5,SLURP,Secreted Signaling
1172,Slurp1,Chrna6,SLURP,Secreted Signaling
1173,Slurp1,Chrna9,SLURP,Secreted Signaling
1174,Slurp1,Chrna10,SLURP,Secreted Signaling
1175,Slurp1,Chrnd,SLURP,Secreted Signaling
1176,Slurp1,Chrne,SLURP,Secreted Signaling
1177,Slurp1,Chrng,SLURP,Secreted Signaling
1178,Slurp1,Chrna7,SLURP,Secreted Signaling
1179,Slurp2,Chrnb1,SLURP,Secreted Signaling
1180,Slurp2,Chrnb2,SLURP,Secreted Signaling
1181,Slurp2,Chrnb3,SLURP,Secreted Signaling
1182,Slurp2,Chrnb4,SLURP,Secreted Signaling
1183,Slurp2,Chrna1,SLURP,Secreted Signaling
1184,Slurp2,Chrna2,SLURP,Secreted Signaling
1185,Slurp2,Chrna3,SLURP,Secreted Signaling
1186,Slurp2,Chrna4,SLURP,Secreted Signaling
1187,Slurp2,Chrna5,SLURP,Secreted Signaling
1188,Slurp2,Chrna6,SLURP,Secreted Signaling
1189,Slurp2,Chrna7,SLURP,Secreted Signaling
1190,Slurp2,Chrna9,SLURP,Secreted Signaling
1191,Slurp2,Chrna10,SLURP,Secreted Signaling
1192,Slurp2,Chrnd,SLURP,Secreted Signaling
1193,Slurp2,Chrne,SLURP,Secreted Signaling
1194,Slurp2,Chrng,SLURP,Secreted Signaling
1195,Btla,Tnfrsf14,BTLA,Secreted Signaling
1196,Trh,Trhr,TRH,Secreted Signaling
1197,Trh,Trhr2,TRH,Secreted Signaling
1198,Ucn,Crhr1,UCN,Secreted Signaling
1199,Ucn,Crhr2,UCN,Secreted Signaling
1200,Ucn2,Crhr1,UCN,Secreted Signaling
1201,Ucn2,Crhr2,UCN,Secreted Signaling
1202,Ucn3,Crhr1,UCN,Secreted Signaling
1203,Ucn3,Crhr2,UCN,Secreted Signaling
1204,Uts2b,Uts2r,UROTENSIN,Secreted Signaling
1205,Uts2b,Sstr5,UROTENSIN,Secreted Signaling
1206,Bag6,Ncr3-ps,BAG,Secreted Signaling
1207,Lgals9,Havcr2,GALECTIN,Secreted Signaling
1208,Lgals9,Cd44,GALECTIN,Secreted Signaling
1209,Col1a1,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1210,Col1a2,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1211,Col2a1,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1212,Col4a1,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1213,Col4a2,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1214,Col4a3,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1215,Col4a4,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1216,Col4a5,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1217,Col4a6,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1218,Col6a1,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1219,Col6a2,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1220,Col6a3,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1221,Col6a4,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1222,Col6a5,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1223,Col6a6,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1224,Col9a1,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1225,Col9a2,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1226,Col9a3,Itga1_Itgb1,COLLAGEN,ECM-Receptor
1227,Col1a1,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1228,Col1a2,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1229,Col2a1,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1230,Col4a1,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1231,Col4a2,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1232,Col4a3,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1233,Col4a4,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1234,Col4a5,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1235,Col4a6,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1236,Col6a1,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1237,Col6a2,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1238,Col6a3,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1239,Col6a4,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1240,Col6a5,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1241,Col6a6,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1242,Col9a1,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1243,Col9a2,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1244,Col9a3,Itga2_Itgb1,COLLAGEN,ECM-Receptor
1245,Fn1,Itga3_Itgb1,FN1,ECM-Receptor
1246,Fn1,Itga4_Itgb1,FN1,ECM-Receptor
1247,Fn1,Itga5_Itgb1,FN1,ECM-Receptor
1248,Fn1,Itga8_Itgb1,FN1,ECM-Receptor
1249,Lama1,Itga1_Itgb1,LAMININ,ECM-Receptor
1250,Lama2,Itga1_Itgb1,LAMININ,ECM-Receptor
1251,Lama3,Itga1_Itgb1,LAMININ,ECM-Receptor
1252,Lama4,Itga1_Itgb1,LAMININ,ECM-Receptor
1253,Lama5,Itga1_Itgb1,LAMININ,ECM-Receptor
1254,Lamb1,Itga1_Itgb1,LAMININ,ECM-Receptor
1255,Lamb2,Itga1_Itgb1,LAMININ,ECM-Receptor
1256,Lamb3,Itga1_Itgb1,LAMININ,ECM-Receptor
1257,Lamc1,Itga1_Itgb1,LAMININ,ECM-Receptor
1258,Lamc2,Itga1_Itgb1,LAMININ,ECM-Receptor
1259,Lamc3,Itga1_Itgb1,LAMININ,ECM-Receptor
1260,Lama1,Itga2_Itgb1,LAMININ,ECM-Receptor
1261,Lama2,Itga2_Itgb1,LAMININ,ECM-Receptor
1262,Lama3,Itga2_Itgb1,LAMININ,ECM-Receptor
1263,Lama4,Itga2_Itgb1,LAMININ,ECM-Receptor
1264,Lama5,Itga2_Itgb1,LAMININ,ECM-Receptor
1265,Lamb1,Itga2_Itgb1,LAMININ,ECM-Receptor
1266,Lamb2,Itga2_Itgb1,LAMININ,ECM-Receptor
1267,Lamb3,Itga2_Itgb1,LAMININ,ECM-Receptor
1268,Lamc1,Itga2_Itgb1,LAMININ,ECM-Receptor
1269,Lamc2,Itga2_Itgb1,LAMININ,ECM-Receptor
1270,Lamc3,Itga2_Itgb1,LAMININ,ECM-Receptor
1271,Chad,Itga2_Itgb1,CHAD,ECM-Receptor
1272,Lama1,Itga3_Itgb1,LAMININ,ECM-Receptor
1273,Lama2,Itga3_Itgb1,LAMININ,ECM-Receptor
1274,Lama3,Itga3_Itgb1,LAMININ,ECM-Receptor
1275,Lama4,Itga3_Itgb1,LAMININ,ECM-Receptor
1276,Lama5,Itga3_Itgb1,LAMININ,ECM-Receptor
1277,Lamb1,Itga3_Itgb1,LAMININ,ECM-Receptor
1278,Lamb2,Itga3_Itgb1,LAMININ,ECM-Receptor
1279,Lamb3,Itga3_Itgb1,LAMININ,ECM-Receptor
1280,Lamc1,Itga3_Itgb1,LAMININ,ECM-Receptor
1281,Lamc2,Itga3_Itgb1,LAMININ,ECM-Receptor
1282,Lamc3,Itga3_Itgb1,LAMININ,ECM-Receptor
1283,Reln,Itga3_Itgb1,RELN,ECM-Receptor
1284,Thbs1,Itga3_Itgb1,THBS,ECM-Receptor
1285,Thbs2,Itga3_Itgb1,THBS,ECM-Receptor
1286,Thbs3,Itga3_Itgb1,THBS,ECM-Receptor
1287,Thbs4,Itga3_Itgb1,THBS,ECM-Receptor
1288,Comp,Itga3_Itgb1,THBS,ECM-Receptor
1289,Col1a1,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1290,Col1a2,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1291,Col2a1,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1292,Col4a1,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1293,Col4a2,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1294,Col4a3,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1295,Col4a4,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1296,Col4a5,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1297,Col4a6,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1298,Col6a1,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1299,Col6a2,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1300,Col6a3,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1301,Col6a4,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1302,Col6a5,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1303,Col6a6,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1304,Col9a1,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1305,Col9a2,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1306,Col9a3,Itga3_Itgb1,COLLAGEN,ECM-Receptor
1307,Lama1,Itga6_Itgb1,LAMININ,ECM-Receptor
1308,Lama2,Itga6_Itgb1,LAMININ,ECM-Receptor
1309,Lama3,Itga6_Itgb1,LAMININ,ECM-Receptor
1310,Lama4,Itga6_Itgb1,LAMININ,ECM-Receptor
1311,Lama5,Itga6_Itgb1,LAMININ,ECM-Receptor
1312,Lamb1,Itga6_Itgb1,LAMININ,ECM-Receptor
1313,Lamb2,Itga6_Itgb1,LAMININ,ECM-Receptor
1314,Lamb3,Itga6_Itgb1,LAMININ,ECM-Receptor
1315,Lamc1,Itga6_Itgb1,LAMININ,ECM-Receptor
1316,Lamc2,Itga6_Itgb1,LAMININ,ECM-Receptor
1317,Lamc3,Itga6_Itgb1,LAMININ,ECM-Receptor
1318,Lama1,Itga7_Itgb1,LAMININ,ECM-Receptor
1319,Lama2,Itga7_Itgb1,LAMININ,ECM-Receptor
1320,Lama3,Itga7_Itgb1,LAMININ,ECM-Receptor
1321,Lama4,Itga7_Itgb1,LAMININ,ECM-Receptor
1322,Lama5,Itga7_Itgb1,LAMININ,ECM-Receptor
1323,Lamb1,Itga7_Itgb1,LAMININ,ECM-Receptor
1324,Lamb2,Itga7_Itgb1,LAMININ,ECM-Receptor
1325,Lamb3,Itga7_Itgb1,LAMININ,ECM-Receptor
1326,Lamc1,Itga7_Itgb1,LAMININ,ECM-Receptor
