,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,PathwayExtra Ligand,PathwayExtra Receptor,KinaseExtra Ligand,KinaseExtra Receptor,Receptor-TF-intersection,Receptor-TF-combined,Ligand-TF-intersection,Ligand-TF-combined
COL6A3_GP6,COL6A3_GP6,COLLAGEN,Col6a3,Gp6,,,,,KEGG: mmu04512,ECM-Receptor,Col6a3  - Gp6,,,,,,,,
COL6A4_GP6,COL6A4_GP6,COLLAGEN,Col6a4,Gp6,,,,,KEGG: mmu04512,ECM-Receptor,Col6a4  - Gp6,,,,,,,,
COL6A5_GP6,COL6A5_GP6,COLLAGEN,Col6a5,Gp6,,,,,KEGG: mmu04512,ECM-Receptor,Col6a5  - Gp6,,,,,,,,
COL6A6_GP6,COL6A6_GP6,COLLAGEN,Col6a6,Gp6,,,,,KEGG: mmu04512,ECM-Receptor,Col6a6  - Gp6,,,,,,,,
COL9A1_GP6,COL9A1_GP6,COLLAGEN,Col9a1,Gp6,,,,,KEGG: mmu04512,ECM-Receptor,Col9a1  - Gp6,,,,,,,,
COL9A2_GP6,COL9A2_GP6,COLLAGEN,Col9a2,Gp6,,,,,KEGG: mmu04512,ECM-Receptor,Col9a2  - Gp6,,,,,,,,
COL9A3_GP6,COL9A3_GP6,COLLAGEN,Col9a3,Gp6,,,,,KEGG: mmu04512,ECM-Receptor,Col9a3  - Gp6,,,,,,,,
THBS1_CD47,THBS1_CD47,THBS,Thbs1,Cd47,,,,,KEGG: mmu04512,ECM-Receptor,Thbs1  - Cd47,Stat5b_Ezr_Mapk1_Stat1_Stat5a_Smad2_Smad3_Ctnnb1_Smad7_Plg,,Esr1_Fos_Anxa1_Ar_Ywhaz_Asap3_Stat3_Ctnnb1_Elf3_Nfe2l2_Stat5b_Pkm_Rela_Stat1_Nanog_Ezr_Gata4_Stat5a_Cebpb,,,,Ctnnb1_Ezr_Stat1_Stat5a_Stat5b,Anxa1_Ar_Asap3_Cebpb_Ctnnb1_Elf3_Esr1_Ezr_Fos_Gata4_Mapk1_Nanog_Nfe2l2_Pkm_Plg_Rela_Smad2_Smad3_Smad7_Stat1_Stat3_Stat5a_Stat5b_Ywhaz
THBS2_CD47,THBS2_CD47,THBS,Thbs2,Cd47,,,,,KEGG: mmu04512,ECM-Receptor,Thbs2  - Cd47,,,,,,,,
THBS3_CD47,THBS3_CD47,THBS,Thbs3,Cd47,,,,,KEGG: mmu04512,ECM-Receptor,Thbs3  - Cd47,,,,,,,,
THBS4_CD47,THBS4_CD47,THBS,Thbs4,Cd47,,,,,KEGG: mmu04512,ECM-Receptor,Thbs4  - Cd47,,,,,,,,
COMP_CD47,COMP_CD47,THBS,Comp,Cd47,,,,,KEGG: mmu04512,ECM-Receptor,Comp  - Cd47,,,,,,,,
AGRN_DAG1,AGRN_DAG1,AGRN,Agrn,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Agrn  - Dag1,,,,,,,,
HSPG2_DAG1,HSPG2_DAG1,HSPG,Hspg2,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Hspg2  - Dag1,Hif1a,,,,,,,Hif1a
LAMA1_DAG1,LAMA1_DAG1,LAMININ,Lama1,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lama1  - Dag1,,,,,,,,
LAMA2_DAG1,LAMA2_DAG1,LAMININ,Lama2,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lama2  - Dag1,,,,,,,,
LAMA3_DAG1,LAMA3_DAG1,LAMININ,Lama3,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lama3  - Dag1,,,,,,,,
LAMA4_DAG1,LAMA4_DAG1,LAMININ,Lama4,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lama4  - Dag1,,,,,,,,
LAMA5_DAG1,LAMA5_DAG1,LAMININ,Lama5,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lama5  - Dag1,,,,,,,,
LAMB1_DAG1,LAMB1_DAG1,LAMININ,Lamb1,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lamb1  - Dag1,,,,,,,,
LAMB2_DAG1,LAMB2_DAG1,LAMININ,Lamb2,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lamb2  - Dag1,,,,,,,,
LAMB3_DAG1,LAMB3_DAG1,LAMININ,Lamb3,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lamb3  - Dag1,,,,,,,,
LAMC1_DAG1,LAMC1_DAG1,LAMININ,Lamc1,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lamc1  - Dag1,,,,,,,,
LAMC2_DAG1,LAMC2_DAG1,LAMININ,Lamc2,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lamc2  - Dag1,,,,,,,,
LAMC3_DAG1,LAMC3_DAG1,LAMININ,Lamc3,Dag1,,,,,KEGG: mmu04512,ECM-Receptor,Lamc3  - Dag1,,,,,,,,
ADGRE5_CD55B,ADGRE5_CD55B,ADGRE5,Adgre5,Cd55b,,,,,PMID: 11297558,Cell-Cell Contact,Adgre5  - Cd55b,,,,,,,,
ALCAM_CD6,ALCAM_CD6,ALCAM,Alcam,Cd6,,,,,KEGG: mmu04514,Cell-Cell Contact,Alcam  - Cd6,,,,,,,,
ANXA1_FPR2_LXA4,ANXA1_FPR2_LXA4,ANXA1,Anxa1,FPR2_LXA4,,,,,PMID: 22610094,Cell-Cell Contact,Anxa1  - (Fpr2+Lxa4),Stat5b_Stat3_Esr1_Fos_Abl1_Mapk1_Stat1_Stat5a_Ctnnb1,,Myc_Esr1_Ctbp1_Foxo1_Stat3_Smad4_Bad_Ctnnb1_Elf3_Nfe2l2_Stat5b_Smad2_Mylk_Git2_Smad1_Mdm2_Foxl2_Snai1_Stat5a_Atf2_Runx3,,,,Ctnnb1_Esr1_Stat3_Stat5a_Stat5b,Abl1_Atf2_Bad_Ctbp1_Ctnnb1_Elf3_Esr1_Fos_Foxl2_Foxo1_Git2_Mapk1_Mdm2_Myc_Mylk_Nfe2l2_Runx3_Smad1_Smad2_Smad4_Snai1_Stat1_Stat3_Stat5a_Stat5b
APP_CD74,APP_CD74,APP,App,Cd74,,,,,PMID: 19849849,Cell-Cell Contact,App  - Cd74,Elk1_Nfatc1_Myc_Jund_Creb1_Esr1_Hsf1_Ar_Hey1_Neurod1_Stat3_Smad4_Gli2_Nr3c1_Ywhae_Gli3_Sp1_Bad_Ctnnb1_Smarcc2_Jdp2_Hes1_Hey2_Sf3b1_Atf7_Bax_Rbpj_Bcl3_Zhx1_Nfatc3_Rxra_Jun_Nfatc4_Snrnp70_Rara_Nfatc2_Pax2_Mapk1_Smad3_Cebpb_Atf2_Foxo4_Gli1,,Sfpq_Hif1a_Mycl_Epas1_Pax3_Smad4_Gli2_Stat3_Nr3c1_Abl1_Xbp1_Smarcc2_Crtc2_Stub1_Zhx1_Clock_Nfatc4_Pgr_Mdm2_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Pik3c3_Nfat5_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Apex1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Stat1_Relb_Tppp_Bax_Bcl3_Nfkb2_Ezr_Mnx1_Mafa_Trim28_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Ar_Foxo1_Pdx1_Dnmt1_Pura_Parp1_Cebpd_Gli3_Sp1_Ets1_Mef2a_Nfe2l2_Spi1_Mybl2_Usf2_Agap2_Smad2_Mitf_Rxra_Jun_Prnp_Nfkb1_Mylk_Rb1_Sf1_Gata6_Pparg_E2f1_Foxo3_Yy1_Mycn_Cebpa_Mef2d_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Pick1_Bclaf1_Gli1_Nr1d1,,,,Ar_Bax_Bcl3_Cebpb_Creb1_Ctnnb1_Esr1_Gli1_Gli2_Gli3_Hsf1_Jun_Myc_Neurod1_Nfatc1_Nfatc2_Nfatc4_Nr3c1_Rxra_Smad3_Smad4_Smarcc2_Sp1_Stat3_Zhx1,Abl1_Agap2_Apex1_Ar_Atf2_Atf7_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Crtc2_Ctnnb1_Dnmt1_E2f1_Elk1_Epas1_Esr1_Ets1_Ezh2_Ezr_Foxl2_Foxo1_Foxo3_Foxo4_Foxp3_Gata6_Gcm1_Gfi1_Gli1_Gli2_Gli3_Hes1_Hey1_Hey2_Hif1a_Hsf1_Ikzf3_Jdp2_Jun_Junb_Jund_Klf5_Mafa_Mapk1_Mdm2_Mef2a_Mef2d_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfat5_Nfatc1_Nfatc2_Nfatc3_Nfatc4_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Parp1_Pax2_Pax3_Pdx1_Pgr_Pick1_Pik3c3_Pkm_Pparg_Prnp_Pura_Rara_Rb1_Rbpj_Rela_Relb_Rfx1_Rxra_Sf1_Sf3b1_Sfpq_Smad1_Smad2_Smad3_Smad4_Smarcc2_Snai1_Snai2_Snrnp70_Sox9_Sp1_Spi1_Srebf1_Stat1_Stat3_Stub1_Tfeb_Tppp_Trim28_Usf2_Wt1_Xbp1_Ybx1_Ywhae_Yy1_Zbtb16_Zhx1
BST2_PIRA2,BST2_PIRA2,BST2,Bst2,Pira2,,,,,PMID: 19564354,Cell-Cell Contact,Bst2  - Pira2,,,Stat6_Stat1_Trim28,,,,,Stat1_Stat6_Trim28
CADM1_CADM1,CADM1_CADM1,CADM,Cadm1,Cadm1,,,,,PMID: 24503895,Cell-Cell Contact,Cadm1  - Cadm1,,,,,,,,
CADM3_CADM3,CADM3_CADM3,CADM,Cadm3,Cadm3,,,,,KEGG: mmu04514,Cell-Cell Contact,Cadm3  - Cadm3,,,,,,,,
CD1D2_PIRA2,CD1D2_PIRA2,CD1D2,Cd1d2,Pira2,,,,,PMID: 19124746,Cell-Cell Contact,Cd1d2  - Pira2,,,,,,,,
CD200_CD200R1,CD200_CD200R1,CD200,Cd200,Cd200r1,,,,,PMID: 15187158,Cell-Cell Contact,Cd200  - Cd200r1,,,,,,,,
CD200_CD200R2,CD200_CD200R2,CD200,Cd200,Cd200r2,,,,,KEGG: mmu04514,Cell-Cell Contact,Cd200  - Cd200r2,,,,,,,,
CD200_CD200R3,CD200_CD200R3,CD200,Cd200,Cd200r3,,,,,PMID: 22020332,Cell-Cell Contact,Cd200  - Cd200r3,,,,,,,,
CD200_CD200R4,CD200_CD200R4,CD200,Cd200,Cd200r4,,,,,KEGG: mmu04514,Cell-Cell Contact,Cd200  - Cd200r4,,,,,,,,
CD22_PTPRC,CD22_PTPRC,CD22,Cd22,Ptprc,,,,,KEGG: mmu04514,Cell-Cell Contact,Cd22  - Ptprc,Stat5b_Stat3_Stat6,,Ikzf1_Stat3_Ezr_Hcls1_Stat1_Stat5a,,,,Stat3,Ezr_Hcls1_Ikzf1_Stat1_Stat3_Stat5a_Stat5b_Stat6
CD226_NECTIN2,CD226_NECTIN2,CD226,Cd226,Nectin2,,,,,PMID: 24440149,Cell-Cell Contact,Cd226  - Nectin2,,,Stat3_Esr1_Snai2_Abl1_Hcls1_Ywhaz_Bad_Dab2_Smad2_Cebpb_Ctnnb1_Vdr_Gatad2a_Ran_Nfe2l2,,,,,Abl1_Bad_Cebpb_Ctnnb1_Dab2_Esr1_Gatad2a_Hcls1_Nfe2l2_Ran_Smad2_Snai2_Stat3_Vdr_Ywhaz
CD226_PVR,CD226_PVR,CD226,Cd226,Pvr,,,,,PMID: 24440149,Cell-Cell Contact,Cd226  - Pvr,,,Stat3_Esr1_Snai2_Abl1_Hcls1_Ywhaz_Bad_Dab2_Smad2_Cebpb_Ctnnb1_Vdr_Gatad2a_Ran_Nfe2l2,,,,,Abl1_Bad_Cebpb_Ctnnb1_Dab2_Esr1_Gatad2a_Hcls1_Nfe2l2_Ran_Smad2_Snai2_Stat3_Vdr_Ywhaz
FCER2A_ITGAM_ITGB2,FCER2A_ITGAM_ITGB2,CD23,Fcer2a,ITGAM_ITGB2,,,,,PMID: 7621072,Cell-Cell Contact,Fcer2a  - (Itgam+Itgb2),,Stat3_Stat1,,,,Stat1_Stat3,,
FCER2A_ITGAX_ITGB2,FCER2A_ITGAX_ITGB2,CD23,Fcer2a,ITGAX_ITGB2,,,,,PMID: 7621072,Cell-Cell Contact,Fcer2a  - (Itgax+Itgb2),,Stat3_Stat1,,,,Stat1_Stat3,,
FCER2A_ITGAV_ITGB3,FCER2A_ITGAV_ITGB3,CD23,Fcer2a,ITGAV_ITGB3,,,,,PMID: 10037797,Cell-Cell Contact,Fcer2a  - (Itgav+Itgb3),,Stat5b_Stat3_Stat1_Stat5a_Ctnnb1,,Ppard_Esr1_Fos_Anxa1_Ar_Foxo1_Hdac3_Stat3_Stat6_Hnf4a_Ets2_Pparg_Ywhae_Abl1_Ets1_Ctnnb1_Nfe2l2_Eno1_Stat5b_Srf_Hnf1a_Stat1_Trip10_Gtf2i_Jun_Ezr_Mdm2_Thrb_Mapk1_Stat5a_Dab2_Esr2_Mylk,Ctnnb1_Stat1_Stat3_Stat5a_Stat5b,Abl1_Anxa1_Ar_Ctnnb1_Dab2_Eno1_Esr1_Esr2_Ets1_Ets2_Ezr_Fos_Foxo1_Gtf2i_Hdac3_Hnf1a_Hnf4a_Jun_Mapk1_Mdm2_Mylk_Nfe2l2_Ppard_Pparg_Srf_Stat1_Stat3_Stat5a_Stat5b_Stat6_Thrb_Trip10_Ywhae,,
FCER2A_CR2,FCER2A_CR2,CD23,Fcer2a,Cr2,,,,,PMID: 16785534,Cell-Cell Contact,Fcer2a  - Cr2,,,,,,,,
CD34_SELP,CD34_SELP,CD34,Cd34,Selp,,,,,PMID: 18606703,Cell-Cell Contact,Cd34  - Selp,,,,,,,,
ENTPD1_ADORA1,ENTPD1_ADORA1,CD39,Entpd1,Adora1,,,,,PMID: 21677139,Cell-Cell Contact,Entpd1  - Adora1,,,,,,,,
ENTPD1_ADORA2A,ENTPD1_ADORA2A,CD39,Entpd1,Adora2a,,,,,PMID: 21677139,Cell-Cell Contact,Entpd1  - Adora2a,,,,,,,,
ENTPD1_ADORA2B,ENTPD1_ADORA2B,CD39,Entpd1,Adora2b,,,,,PMID: 21677139,Cell-Cell Contact,Entpd1  - Adora2b,,,,,,,,
ENTPD1_TMIGD3,ENTPD1_TMIGD3,CD39,Entpd1,Tmigd3,,,,,PMID: 21677139,Cell-Cell Contact,Entpd1  - Tmigd3,,,,,,,,
CD40LG_CD40,CD40LG_CD40,CD40,Cd40lg,Cd40,,,,,KEGG: mmu04514,Cell-Cell Contact,Cd40lg  - Cd40,,,,,,,,
PTPRC_CD22,PTPRC_CD22,CD45,Ptprc,Cd22,,,,,PMID: 12115612,Cell-Cell Contact,Ptprc  - Cd22,Stat5b_Stat3_Stat6_Esr1_Stat2_Abl1_Hcls1_Agap2_Mapk1_Stat1_Stat5a_Ctnnb1,,Ezh2_Esr1_Zdhhc5_Ssbp3_Stat3_Stat6_Abl1_Ctnnb1_Brca1_Nfe2l2_Stat5b_Foxp3_Hes1_Stat2_Agap2_Stat1_Stat4_Csnk2b_Bcl3_Gtf2i_Trip10_Jun_Irf5_Ezr_Hcls1_Prkaa2_Mapk1_Stat5a_Esr2_Hes5,,,,Abl1_Agap2_Ctnnb1_Esr1_Hcls1_Mapk1_Stat1_Stat2_Stat3_Stat5a_Stat5b_Stat6,Abl1_Agap2_Bcl3_Brca1_Csnk2b_Ctnnb1_Esr1_Esr2_Ezh2_Ezr_Foxp3_Gtf2i_Hcls1_Hes1_Hes5_Irf5_Jun_Mapk1_Nfe2l2_Prkaa2_Ssbp3_Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6_Trip10_Zdhhc5
PTPRC_MRC1,PTPRC_MRC1,CD45,Ptprc,Mrc1,,,,,PMID: 27601670; PMID: 10575006,Cell-Cell Contact,Ptprc  - Mrc1,Stat5b_Stat3_Stat6_Esr1_Stat2_Abl1_Hcls1_Agap2_Mapk1_Stat1_Stat5a_Ctnnb1,,Ezh2_Esr1_Zdhhc5_Ssbp3_Stat3_Stat6_Abl1_Ctnnb1_Brca1_Nfe2l2_Stat5b_Foxp3_Hes1_Stat2_Agap2_Stat1_Stat4_Csnk2b_Bcl3_Gtf2i_Trip10_Jun_Irf5_Ezr_Hcls1_Prkaa2_Mapk1_Stat5a_Esr2_Hes5,,,,Abl1_Agap2_Ctnnb1_Esr1_Hcls1_Mapk1_Stat1_Stat2_Stat3_Stat5a_Stat5b_Stat6,Abl1_Agap2_Bcl3_Brca1_Csnk2b_Ctnnb1_Esr1_Esr2_Ezh2_Ezr_Foxp3_Gtf2i_Hcls1_Hes1_Hes5_Irf5_Jun_Mapk1_Nfe2l2_Prkaa2_Ssbp3_Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6_Trip10_Zdhhc5
CD46_JAG1,CD46_JAG1,CD46,Cd46,Jag1,,,,,PMID: 23086448,Cell-Cell Contact,Cd46  - Jag1,,,,,,,,
CD48_CD244A,CD48_CD244A,CD48,Cd48,Cd244a,,,,,PMID: 26697006,Cell-Cell Contact,Cd48  - Cd244a,,,,,,,,
CD52_SIGLECG,CD52_SIGLECG,CD52,Cd52,Siglecg,,,,,PMID: 23685786,Cell-Cell Contact,Cd52  - Siglecg,,,,,,,,
CD6_ALCAM,CD6_ALCAM,CD6,Cd6,Alcam,,,,,PMID: 23602662,Cell-Cell Contact,Cd6  - Alcam,,,,,,,,
CD80_CD274,CD80_CD274,CD80,Cd80,Cd274,,,,,PMID: 17629517; PMID: 18585785,Cell-Cell Contact,Cd80  - Cd274,,,,,,,,
CD80_CD28,CD80_CD28,CD80,Cd80,Cd28,,,,,PMID: 23954143,Cell-Cell Contact,Cd80  - Cd28,,,,,,,,
CD80_CTLA4,CD80_CTLA4,CD80,Cd80,Ctla4,,,,,PMID: 23954143,Cell-Cell Contact,Cd80  - Ctla4,,,,,,,,
CD86_CD28,CD86_CD28,CD86,Cd86,Cd28,,,,,PMID: 23954143,Cell-Cell Contact,Cd86  - Cd28,,,,,,,,
CD86_CTLA4,CD86_CTLA4,CD86,Cd86,Ctla4,,,,,PMID: 23954143,Cell-Cell Contact,Cd86  - Ctla4,,,,,,,,
CD96_NECTIN1,CD96_NECTIN1,CD96,Cd96,Nectin1,,,,,PMID: 17971293,Cell-Cell Contact,Cd96  - Nectin1,,,,,,,,
CD96_PVR,CD96_PVR,CD96,Cd96,Pvr,,,,,PMID: 15034010,Cell-Cell Contact,Cd96  - Pvr,,,,,,,,
CD99_PILRA,CD99_PILRA,CD99,Cd99,Pilra,,,,,PMID: 18234675,Cell-Cell Contact,Cd99  - Pilra,,,Stat1,,,,,Stat1
CD99_CD99,CD99_CD99,CD99,Cd99,Cd99,,,,,KEGG: mmu04514,Cell-Cell Contact,Cd99  - Cd99,,,Stat1,,,,,Stat1
CDH15_CDH15,CDH15_CDH15,CDH,Cdh15,Cdh15,,,,,KEGG: mmu04514,Cell-Cell Contact,Cdh15  - Cdh15,,,,,,,,
CDH4_CDH4,CDH4_CDH4,CDH,Cdh4,Cdh4,,,,,KEGG: mmu04514,Cell-Cell Contact,Cdh4  - Cdh4,,,,,,,,
CDH2_CDH2,CDH2_CDH2,CDH,Cdh2,Cdh2,,,,,KEGG: mmu04514,Cell-Cell Contact,Cdh2  - Cdh2,Stat3,,,,,,,Stat3
CDH1_CDH1,CDH1_CDH1,CDH,Cdh1,Cdh1,,,,,KEGG: mmu04514,Cell-Cell Contact,Cdh1  - Cdh1,Stat5b_Stat3_Esr1_Fos_Abl1_Ezr_Mapk1_Stat1_Stat5a_Ctnnb1,,Ctnnb1_Snai2,,,,Ctnnb1,Abl1_Ctnnb1_Esr1_Ezr_Fos_Mapk1_Snai2_Stat1_Stat3_Stat5a_Stat5b
CDH1_ITGA1_ITGB1,CDH1_ITGA1_ITGB1,CDH1,Cdh1,ITGA2_ITGB1,,,,,PMID: 12392763,Cell-Cell Contact,Cdh1  - (Itga1+Itgb1),Stat5b_Stat3_Esr1_Fos_Abl1_Ezr_Mapk1_Stat1_Stat5a_Ctnnb1,Nfatc1_Creb1_Esr1_Fos_Atf2_Ywhaz_Prkaa1_Stat3_Gli2_Abl1_Gli3_Bad_Ctnnb1_Nfkb1_Stat5b_Rela_Rarg_Stat1_Trip10_Nfatc4_Rara_Ezr_Nfatc2_Prkaa2_Mapk1_Stat5a_Rxra_Hdac8_Nfatc3_Gli1_Sox9,Ctnnb1_Snai2,,,Abl1_Atf2_Bad_Creb1_Ctnnb1_Esr1_Ezr_Fos_Gli1_Gli2_Gli3_Hdac8_Mapk1_Nfatc1_Nfatc2_Nfatc3_Nfatc4_Nfkb1_Prkaa1_Prkaa2_Rara_Rarg_Rela_Rxra_Sox9_Stat1_Stat3_Stat5a_Stat5b_Trip10_Ywhaz,Ctnnb1,Abl1_Ctnnb1_Esr1_Ezr_Fos_Mapk1_Snai2_Stat1_Stat3_Stat5a_Stat5b
CDH1_ITGAE_ITGB7,CDH1_ITGAE_ITGB7,CDH1,Cdh1,ITGAE_ITGB7,,,,,PMID: 9425167,Cell-Cell Contact,Cdh1  - (Itgae+Itgb7),Stat5b_Stat3_Esr1_Fos_Abl1_Ezr_Mapk1_Stat1_Stat5a_Ctnnb1,,Ctnnb1_Snai2,,,,Ctnnb1,Abl1_Ctnnb1_Esr1_Ezr_Fos_Mapk1_Snai2_Stat1_Stat3_Stat5a_Stat5b
CDH1_KLRG1,CDH1_KLRG1,CDH1,Cdh1,Klrg1,,,,,PMID: 19604491,Cell-Cell Contact,Cdh1  - Klrg1,Stat5b_Stat3_Esr1_Fos_Abl1_Ezr_Mapk1_Stat1_Stat5a_Ctnnb1,,Ctnnb1_Snai2,,,,Ctnnb1,Abl1_Ctnnb1_Esr1_Ezr_Fos_Mapk1_Snai2_Stat1_Stat3_Stat5a_Stat5b
CDH5_CDH5,CDH5_CDH5,CDH5,Cdh5,Cdh5,,,,,KEGG: mmu04514,Cell-Cell Contact,Cdh5  - Cdh5,,,,,,,,
CD1D1_CEACAM5,CD1D1_CEACAM5,CEACAM,Cd1d1,Ceacam5,,,,,PMID: 24104458,Cell-Cell Contact,Cd1d1  - Ceacam5,,,,,,,,
CD209A_CEACAM1,CD209A_CEACAM1,CEACAM,Cd209a,Ceacam1,,,,,PMID: 16282604; PMID: 6246332,Cell-Cell Contact,Cd209a  - Ceacam1,,,,,,,,
CD8A_CEACAM5,CD8A_CEACAM5,CEACAM,Cd8a,Ceacam5,,,,,PMID: 24104458,Cell-Cell Contact,Cd8a  - Ceacam5,Stat3_Esr1_Abl1_Mapk1_Stat1_Stat5a,,,,,,,Abl1_Esr1_Mapk1_Stat1_Stat3_Stat5a
CEACAM1_CEACAM5,CEACAM1_CEACAM5,CEACAM,Ceacam1,Ceacam5,,,,,PMID: 11590190,Cell-Cell Contact,Ceacam1  - Ceacam5,,,,,,,,
SELE_CEACAM1,SELE_CEACAM1,CEACAM,Sele,Ceacam1,,,,,PMID: 1378450,Cell-Cell Contact,Sele  - Ceacam1,,,,,,,,
CLDN11_CLDN11,CLDN11_CLDN11,CLDN,Cldn11,Cldn11,,,,,KEGG: mmu04514,Cell-Cell Contact,Cldn11  - Cldn11,,,,,,,,
CLEC2D_KLRB1B,CLEC2D_KLRB1B,CLEC,Clec2d,Klrb1b,,,,,PMID: 24223577,Cell-Cell Contact,Clec2d  - Klrb1b,,,,,,,,
CLEC2G_KLRB1,CLEC2G_KLRB1,CLEC,Clec2g,Klrb1,,,,,PMID: 24223577,Cell-Cell Contact,Clec2g  - Klrb1,,,,,,,,
CLEC2H_KLRB1,CLEC2H_KLRB1,CLEC,Clec2h,Klrb1,,,,,PMID: 24223577,Cell-Cell Contact,Clec2h  - Klrb1,,,,,,,,
CLEC2I_KLRB1,CLEC2I_KLRB1,CLEC,Clec2i,Klrb1,,,,,PMID: 24223577,Cell-Cell Contact,Clec2i  - Klrb1,,,,,,,,
CLEC2F_KLRB1F,CLEC2F_KLRB1F,CLEC,Clec2f,Klrb1f,,,,,PMID: 24223577,Cell-Cell Contact,Clec2f  - Klrb1f,,,,,,,,
CLEC2G_KLRB1F,CLEC2G_KLRB1F,CLEC,Clec2g,Klrb1f,,,,,PMID: 24223577,Cell-Cell Contact,Clec2g  - Klrb1f,,,,,,,,
CLEC2I_KLRB1F,CLEC2I_KLRB1F,CLEC,Clec2i,Klrb1f,,,,,PMID: 24223577,Cell-Cell Contact,Clec2i  - Klrb1f,,,,,,,,
NFASC_CNTN1_CNTNAP1,NFASC_CNTN1_CNTNAP1,CNTN,Nfasc,CNTN1_CNTNAP1,,,,,KEGG: mmu04514,Cell-Cell Contact,Nfasc  - (Cntn1+Cntnap1),,,,,,,,
CNTN2_CNTN2_CNTNAP2,CNTN2_CNTN2_CNTNAP2,CNTN,Cntn2,CNTN2_CNTNAP2,,,,,KEGG: mmu04514,Cell-Cell Contact,Cntn2  - (Cntn2+Cntnap2),,,,,,,,
CNTN2_L1CAM,CNTN2_L1CAM,CNTN,Cntn2,L1cam,,,,,KEGG: mmu04514,Cell-Cell Contact,Cntn2  - L1cam,,,,,,,,
CNTN2_CNTN2,CNTN2_CNTN2,CNTN,Cntn2,Cntn2,,,,,KEGG: mmu04514,Cell-Cell Contact,Cntn2  - Cntn2,,,,,,,,
CNTN1_NRCAM,CNTN1_NRCAM,CNTN,Cntn1,Nrcam,,,,,KEGG: mmu04514,Cell-Cell Contact,Cntn1  - Nrcam,,,,,,,,
CSPG4_ITGA2_ITGB1,CSPG4_ITGA2_ITGB1,CSPG4,Cspg4,ITGA3_ITGB1,,,,,PMID: 30213051,Cell-Cell Contact,Cspg4  - (Itga2+Itgb1),,Nfatc1_Creb1_Esr1_Fos_Atf2_Ywhaz_Prkaa1_Stat3_Gli2_Abl1_Gli3_Bad_Ctnnb1_Nfkb1_Stat5b_Rela_Rarg_Stat1_Trip10_Nfatc4_Rara_Ezr_Nfatc2_Prkaa2_Mapk1_Stat5a_Rxra_Hdac8_Nfatc3_Gli1_Sox9,,,,Abl1_Atf2_Bad_Creb1_Ctnnb1_Esr1_Ezr_Fos_Gli1_Gli2_Gli3_Hdac8_Mapk1_Nfatc1_Nfatc2_Nfatc3_Nfatc4_Nfkb1_Prkaa1_Prkaa2_Rara_Rarg_Rela_Rxra_Sox9_Stat1_Stat3_Stat5a_Stat5b_Trip10_Ywhaz,,
DSC1_DSG1C,DSC1_DSG1C,DESMOSOME,Dsc1,Dsg1c,,,,,PMID: 27298358,Cell-Cell Contact,Dsc1  - Dsg1c,,,,,,,,
DSC1_DSG2,DSC1_DSG2,DESMOSOME,Dsc1,Dsg2,,,,,PMID: 27298358,Cell-Cell Contact,Dsc1  - Dsg2,,,,,,,,
DSC2_DSG1C,DSC2_DSG1C,DESMOSOME,Dsc2,Dsg1c,,,,,PMID: 27298358,Cell-Cell Contact,Dsc2  - Dsg1c,,,,,,,,
DSC2_DSG2,DSC2_DSG2,DESMOSOME,Dsc2,Dsg2,,,,,PMID: 27298358,Cell-Cell Contact,Dsc2  - Dsg2,,,,,,,,
DSG1C_DSC3,DSG1C_DSC3,DESMOSOME,Dsg1c,Dsc3,,,,,PMID: 27298358,Cell-Cell Contact,Dsg1c  - Dsc3,,,,,,,,
DSG2_DSC3,DSG2_DSC3,DESMOSOME,Dsg2,Dsc3,,,,,PMID: 27298358,Cell-Cell Contact,Dsg2  - Dsc3,,,,,,,,
