,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,PathwayExtra Ligand,PathwayExtra Receptor,KinaseExtra Ligand,KinaseExtra Receptor,Receptor-TF-intersection,Receptor-TF-combined,Ligand-TF-intersection,Ligand-TF-combined
TGFB2_ACVR1_TGFBR1,TGFB2_ACVR1_TGFBR1,TGFb,TGFB2,ACVR1_TGFbR,,,,,PMID: 29376829,Secreted Signaling,TGFB2 - (ACVR1+TGFBR1),SMAD2_SMAD3_SMAD4_SMAD7_TP53,ABL1_AR_CTNNB1_MAPK1_MDM2_MYC_NFATC4_NFKB1_NR2C2_NR3C1_PRKAA1_PRKAA2_SMAD1_SMAD2_SMAD3_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_TP53_UBB,,AR_ASH2L_ATF2_BAD_CTBP1_CTNNB1_DAB2_ELK1_EZR_FOXL1_FOXO3_GATA4_GTF2I_LMX1A_MAPK1_MDM2_MEF2C_MYC_MYCN_NFATC2_OSR1_PIK3C3_PML_PPARG_RAN_RELA_RXRA_SMAD1_SMAD2_SMAD3_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SOX9_SP1_STAT1_STAT3_STUB1_THRB_TP53_TP63_UBB_USP39_VDR_ZNF33A_ZNF567,AR_CTNNB1_MAPK1_MDM2_MYC_SMAD1_SMAD2_SMAD3_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_TP53_UBB,ABL1_AR_ASH2L_ATF2_BAD_CTBP1_CTNNB1_DAB2_ELK1_EZR_FOXL1_FOXO3_GATA4_GTF2I_LMX1A_MAPK1_MDM2_MEF2C_MYC_MYCN_NFATC2_NFATC4_NFKB1_NR2C2_NR3C1_OSR1_PIK3C3_PML_PPARG_PRKAA1_PRKAA2_RAN_RELA_RXRA_SMAD1_SMAD2_SMAD3_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SOX9_SP1_STAT1_STAT3_STUB1_THRB_TP53_TP63_UBB_USP39_VDR_ZNF33A_ZNF567,,SMAD2_SMAD3_SMAD4_SMAD7_TP53
TGFB3_ACVR1_TGFBR1,TGFB3_ACVR1_TGFBR1,TGFb,TGFB3,ACVR1_TGFbR,,,,,PMID: 29376829,Secreted Signaling,TGFB3 - (ACVR1+TGFBR1),,ABL1_AR_CTNNB1_MAPK1_MDM2_MYC_NFATC4_NFKB1_NR2C2_NR3C1_PRKAA1_PRKAA2_SMAD1_SMAD2_SMAD3_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_TP53_UBB,,AR_ASH2L_ATF2_BAD_CTBP1_CTNNB1_DAB2_ELK1_EZR_FOXL1_FOXO3_GATA4_GTF2I_LMX1A_MAPK1_MDM2_MEF2C_MYC_MYCN_NFATC2_OSR1_PIK3C3_PML_PPARG_RAN_RELA_RXRA_SMAD1_SMAD2_SMAD3_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SOX9_SP1_STAT1_STAT3_STUB1_THRB_TP53_TP63_UBB_USP39_VDR_ZNF33A_ZNF567,AR_CTNNB1_MAPK1_MDM2_MYC_SMAD1_SMAD2_SMAD3_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_TP53_UBB,ABL1_AR_ASH2L_ATF2_BAD_CTBP1_CTNNB1_DAB2_ELK1_EZR_FOXL1_FOXO3_GATA4_GTF2I_LMX1A_MAPK1_MDM2_MEF2C_MYC_MYCN_NFATC2_NFATC4_NFKB1_NR2C2_NR3C1_OSR1_PIK3C3_PML_PPARG_PRKAA1_PRKAA2_RAN_RELA_RXRA_SMAD1_SMAD2_SMAD3_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SOX9_SP1_STAT1_STAT3_STUB1_THRB_TP53_TP63_UBB_USP39_VDR_ZNF33A_ZNF567,,
BMP2_BMPR1A_ACVR2A,BMP2_BMPR1A_ACVR2A,BMP,BMP2,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP2 - (BMPR1A+ACVR2A),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,CFL2_YWHAZ,CTBP1_FOXL1_HOXC8_LMX1A_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,SMAD1_SMAD5_SMAD9,CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,,CFL2_SMAD1_SMAD5_SMAD9_YWHAZ
BMP2_BMPR1A_ACVR2B,BMP2_BMPR1A_ACVR2B,BMP,BMP2,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP2 - (BMPR1A+ACVR2B),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,CFL2_YWHAZ,CTBP1_FOXL1_HOXC8_LMX1A_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,SMAD1_SMAD5_SMAD9,CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,,CFL2_SMAD1_SMAD5_SMAD9_YWHAZ
BMP2_BMPR1A_BMPR2,BMP2_BMPR1A_BMPR2,BMP,BMP2,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP2 - (BMPR1A+BMPR2),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,CFL2_YWHAZ,CFL2_CTBP1_FOXL1_HOXC8_LMX1A_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_YWHAZ,SMAD1_SMAD5_SMAD9,CFL2_CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_YWHAZ,,CFL2_SMAD1_SMAD5_SMAD9_YWHAZ
BMP2_BMPR1B_ACVR2A,BMP2_BMPR1B_ACVR2A,BMP,BMP2,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP2 - (BMPR1B+ACVR2A),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,CFL2_YWHAZ,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,SMAD1_SMAD5_SMAD9,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,,CFL2_SMAD1_SMAD5_SMAD9_YWHAZ
BMP2_BMPR1B_ACVR2B,BMP2_BMPR1B_ACVR2B,BMP,BMP2,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP2 - (BMPR1B+ACVR2B),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,CFL2_YWHAZ,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,SMAD1_SMAD5_SMAD9,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,,CFL2_SMAD1_SMAD5_SMAD9_YWHAZ
BMP2_BMPR1B_BMPR2,BMP2_BMPR1B_BMPR2,BMP,BMP2,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP2 - (BMPR1B+BMPR2),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,CFL2_YWHAZ,AR_BAD_CFL2_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_TP53_YWHAZ,SMAD1_SMAD5_SMAD9,AR_BAD_CFL2_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_TP53_YWHAZ,,CFL2_SMAD1_SMAD5_SMAD9_YWHAZ
BMP4_BMPR1A_ACVR2A,BMP4_BMPR1A_ACVR2A,BMP,BMP4,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP4 - (BMPR1A+ACVR2A),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CTBP1_FOXL1_HOXC8_LMX1A_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,SMAD1_SMAD5_SMAD9,CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,,SMAD1_SMAD5_SMAD9
BMP4_BMPR1A_ACVR2B,BMP4_BMPR1A_ACVR2B,BMP,BMP4,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP4 - (BMPR1A+ACVR2B),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CTBP1_FOXL1_HOXC8_LMX1A_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,SMAD1_SMAD5_SMAD9,CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,,SMAD1_SMAD5_SMAD9
BMP4_BMPR1A_BMPR2,BMP4_BMPR1A_BMPR2,BMP,BMP4,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP4 - (BMPR1A+BMPR2),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CFL2_CTBP1_FOXL1_HOXC8_LMX1A_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_YWHAZ,SMAD1_SMAD5_SMAD9,CFL2_CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_YWHAZ,,SMAD1_SMAD5_SMAD9
BMP4_BMPR1B_ACVR2A,BMP4_BMPR1B_ACVR2A,BMP,BMP4,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP4 - (BMPR1B+ACVR2A),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,SMAD1_SMAD5_SMAD9,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,,SMAD1_SMAD5_SMAD9
BMP4_BMPR1B_ACVR2B,BMP4_BMPR1B_ACVR2B,BMP,BMP4,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP4 - (BMPR1B+ACVR2B),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,SMAD1_SMAD5_SMAD9,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,,SMAD1_SMAD5_SMAD9
BMP4_BMPR1B_BMPR2,BMP4_BMPR1B_BMPR2,BMP,BMP4,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,BMP4 - (BMPR1B+BMPR2),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,,AR_BAD_CFL2_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_TP53_YWHAZ,SMAD1_SMAD5_SMAD9,AR_BAD_CFL2_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_TP53_YWHAZ,,SMAD1_SMAD5_SMAD9
GDF5_BMPR1A_ACVR2A,GDF5_BMPR1A_ACVR2A,BMP,GDF5,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF5 - (BMPR1A+ACVR2A),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CTBP1_FOXL1_HOXC8_LMX1A_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,SMAD1_SMAD5_SMAD9,CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,,SMAD1_SMAD5_SMAD9
GDF5_BMPR1A_ACVR2B,GDF5_BMPR1A_ACVR2B,BMP,GDF5,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF5 - (BMPR1A+ACVR2B),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CTBP1_FOXL1_HOXC8_LMX1A_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,SMAD1_SMAD5_SMAD9,CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,,SMAD1_SMAD5_SMAD9
GDF5_BMPR1A_BMPR2,GDF5_BMPR1A_BMPR2,BMP,GDF5,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF5 - (BMPR1A+BMPR2),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CFL2_CTBP1_FOXL1_HOXC8_LMX1A_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_YWHAZ,SMAD1_SMAD5_SMAD9,CFL2_CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_YWHAZ,,SMAD1_SMAD5_SMAD9
GDF5_BMPR1B_ACVR2A,GDF5_BMPR1B_ACVR2A,BMP,GDF5,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF5 - (BMPR1B+ACVR2A),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,SMAD1_SMAD5_SMAD9,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,,SMAD1_SMAD5_SMAD9
GDF5_BMPR1B_ACVR2B,GDF5_BMPR1B_ACVR2B,BMP,GDF5,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF5 - (BMPR1B+ACVR2B),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,SMAD1_SMAD5_SMAD9,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,,SMAD1_SMAD5_SMAD9
GDF5_BMPR1B_BMPR2,GDF5_BMPR1B_BMPR2,BMP,GDF5,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF5 - (BMPR1B+BMPR2),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,,AR_BAD_CFL2_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_TP53_YWHAZ,SMAD1_SMAD5_SMAD9,AR_BAD_CFL2_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_TP53_YWHAZ,,SMAD1_SMAD5_SMAD9
GDF6_BMPR1A_ACVR2A,GDF6_BMPR1A_ACVR2A,BMP,GDF6,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF6 - (BMPR1A+ACVR2A),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CTBP1_FOXL1_HOXC8_LMX1A_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,SMAD1_SMAD5_SMAD9,CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,,SMAD1_SMAD5_SMAD9
GDF6_BMPR1A_ACVR2B,GDF6_BMPR1A_ACVR2B,BMP,GDF6,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF6 - (BMPR1A+ACVR2B),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CTBP1_FOXL1_HOXC8_LMX1A_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,SMAD1_SMAD5_SMAD9,CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,,SMAD1_SMAD5_SMAD9
GDF6_BMPR1A_BMPR2,GDF6_BMPR1A_BMPR2,BMP,GDF6,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF6 - (BMPR1A+BMPR2),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CFL2_CTBP1_FOXL1_HOXC8_LMX1A_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_YWHAZ,SMAD1_SMAD5_SMAD9,CFL2_CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_YWHAZ,,SMAD1_SMAD5_SMAD9
GDF6_BMPR1B_ACVR2A,GDF6_BMPR1B_ACVR2A,BMP,GDF6,BMPR1B_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF6 - (BMPR1B+ACVR2A),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,SMAD1_SMAD5_SMAD9,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,,SMAD1_SMAD5_SMAD9
GDF6_BMPR1B_ACVR2B,GDF6_BMPR1B_ACVR2B,BMP,GDF6,BMPR1B_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF6 - (BMPR1B+ACVR2B),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,SMAD1_SMAD5_SMAD9,AR_BAD_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_THRB_TP53_USP39_VDR,,SMAD1_SMAD5_SMAD9
GDF6_BMPR1B_BMPR2,GDF6_BMPR1B_BMPR2,BMP,GDF6,BMPR1B_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF6 - (BMPR1B+BMPR2),SMAD1_SMAD5_SMAD9,SMAD1_SMAD5_SMAD9,,AR_BAD_CFL2_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_TP53_YWHAZ,SMAD1_SMAD5_SMAD9,AR_BAD_CFL2_CTBP1_ELF1_FOXL1_FOXO3_LMX1A_MAPK1_MDM2_MYC_NFATC2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_SP1_STUB1_TFCP2_TP53_YWHAZ,,SMAD1_SMAD5_SMAD9
GDF7_BMPR1A_ACVR2A,GDF7_BMPR1A_ACVR2A,BMP,GDF7,BMPR1A_ACVR2A,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF7 - (BMPR1A+ACVR2A),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CTBP1_FOXL1_HOXC8_LMX1A_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,SMAD1_SMAD5_SMAD9,CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,,SMAD1_SMAD5_SMAD9
GDF7_BMPR1A_ACVR2B,GDF7_BMPR1A_ACVR2B,BMP,GDF7,BMPR1A_ACVR2B,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF7 - (BMPR1A+ACVR2B),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CTBP1_FOXL1_HOXC8_LMX1A_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,SMAD1_SMAD5_SMAD9,CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_RXRA_SMAD1_SMAD2_SMAD4_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_THRB_USP39_VDR,,SMAD1_SMAD5_SMAD9
GDF7_BMPR1A_BMPR2,GDF7_BMPR1A_BMPR2,BMP,GDF7,BMPR1A_BMPR2,,BMP antagonist,,BMP inhibition receptor,KEGG: hsa04350; PMID:26893264,Secreted Signaling,GDF7 - (BMPR1A+BMPR2),SMAD1_SMAD5_SMAD9,NR2C2_SMAD1_SMAD5_SMAD9,,CFL2_CTBP1_FOXL1_HOXC8_LMX1A_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_YWHAZ,SMAD1_SMAD5_SMAD9,CFL2_CTBP1_FOXL1_HOXC8_LMX1A_NR2C2_RAN_SMAD1_SMAD2_SMAD5_SMAD6_SMAD7_SMAD9_STUB1_YWHAZ,,SMAD1_SMAD5_SMAD9
